index, total_norm_before, time_r, total_norm_after,        sen_train_before, spe_train_before, sen_train_after, spe_train_after, time_train,        sen_test_before, spe_test_before, sen_test_after, spe_test_after, time_test 
86,0.7259,0.157,0.1901,25.0,56.82000000000001,100.0,56.82000000000001,9.0,29.549999999999997,72.72999999999999,100.0,0.0,0.405
87,0.4599,0.149,0.1058,45.24,73.81,95.24000000000001,73.81,9.0,39.019999999999996,60.980000000000004,100.0,0.0,0.8141
88,0.8897,0.158,0.3248,11.110000000000001,68.89,100.0,68.89,9.0,20.0,60.0,97.78,2.22,0.41
89,0.5871,0.152,0.0996,39.53,69.77,100.0,69.77,9.0,21.43,83.33,100.0,0.0,0.8251
90,0.8255,0.157,0.129,16.28,95.35,100.0,95.35,9.0,21.43,95.24000000000001,97.61999999999999,0.0,0.8307
91,0.4839,0.136,0.0918,47.370000000000005,60.529999999999994,94.74000000000001,60.529999999999994,9.0,23.68,76.32,97.37,2.63,0.365
92,0.5988,0.162,0.1236,34.78,63.04,100.0,63.04,9.0,47.83,73.91,100.0,0.0,0.4159
93,0.4963,0.149,0.0844,47.620000000000005,69.05,97.61999999999999,69.05,9.0,38.1,71.43,95.24000000000001,4.760000000000001,0.392
94,0.5151,0.147,0.2002,46.339999999999996,73.17,97.56,73.17,9.0,32.5,65.0,100.0,0.0,0.782
95,0.6953,0.142,0.2913,30.769999999999996,61.53999999999999,100.0,61.53999999999999,9.0,34.21,76.32,100.0,0.0,0.7691
96,0.3373,0.1405,0.0745,64.1,61.53999999999999,94.87,61.53999999999999,9.0,42.11,68.42,94.74000000000001,0.0,0.766
97,0.6466,0.156,0.0083,31.819999999999997,63.63999999999999,97.72999999999999,63.63999999999999,9.0,32.56,69.77,100.0,2.33,0.8391
98,0.6724,0.155,0.0475,29.549999999999997,65.91,100.0,65.91,9.0,41.86,62.79,97.67,0.0,0.8361
99,0.4248,0.15,0.1293,53.66,53.66,100.0,53.66,9.0,37.5,77.5,100.0,0.0,0.79
100,0.4914,0.147,0.0271,46.339999999999996,70.73,97.56,70.73,9.0,27.500000000000004,50.0,95.0,2.5,0.782
101,0.4665,0.153,0.2101,48.84,86.05000000000001,100.0,86.05000000000001,9.0,53.49,69.77,100.0,0.0,0.3973
102,0.6886,0.162,0.1689,32.61,58.699999999999996,100.0,58.699999999999996,9.0,30.43,63.04,100.0,0.0,0.4151
103,0.6234,0.153,0.0187,32.56,67.44,88.37,67.44,9.0,45.24,61.9,90.48,2.3800000000000003,0.823
104,0.4184,0.151,0.0017,52.38,61.9,95.24000000000001,61.9,9.0,24.39,58.540000000000006,97.56,0.0,0.8056
105,0.6458,0.1602,0.0276,32.61,73.91,100.0,73.91,9.0,24.44,64.44,100.0,0.0,0.881
106,0.4596,0.15,0.0804,44.190000000000005,65.12,100.0,65.12,9.0,41.86,60.47,95.35,0.0,0.4
107,0.599,0.143,0.1804,37.5,65.0,100.0,65.0,9.0,47.5,67.5,100.0,2.5,0.3802
108,0.5942,0.1232,0.1114,37.5,71.88,100.0,71.88,8.0,21.88,62.5,100.0,0.0,0.301
109,0.4941,0.16,0.0283,45.65,54.35,95.65,54.35,9.0,26.090000000000003,52.17,95.65,2.17,0.418
110,0.6424,0.151,0.1218,28.57,64.29,97.61999999999999,64.29,9.0,40.48,54.76,97.61999999999999,0.0,0.391
111,0.8152,0.154,0.0148,18.6,95.35,97.67,93.02,9.0,42.86,59.519999999999996,100.0,2.3800000000000003,0.8241
112,0.6688,0.144,0.0073,30.0,72.5,92.5,72.5,9.0,38.46,69.23,100.0,2.56,0.783
113,0.6001,0.159,0.0836,35.56,71.11,95.56,71.11,9.0,26.669999999999998,68.89,100.0,2.22,0.413
114,0.7144,0.143,0.1383,27.500000000000004,57.49999999999999,100.0,57.49999999999999,9.0,35.9,53.849999999999994,100.0,0.0,0.7861
115,0.6739,0.125,0.0713,32.35,70.59,100.0,70.59,9.0,35.29,55.879999999999995,100.0,0.0,0.342
116,0.6219,0.134,0.0052,36.11,69.44,100.0,69.44,9.0,31.430000000000003,77.14,100.0,0.0,0.719
117,0.5714,0.145,0.0644,43.9,73.17,97.56,73.17,9.0,24.39,65.85,100.0,0.0,0.3841
118,0.6309,0.154,0.0401,32.56,65.12,100.0,65.12,9.0,33.33,61.9,100.0,0.0,0.8281
119,0.5396,0.151,0.0679,44.190000000000005,65.12,100.0,65.12,9.0,30.23,74.42,97.67,2.33,0.4031
120,0.5931,0.149,0.0329,33.33,73.81,88.1,73.81,9.0,31.71,65.85,95.12,2.44,0.8171
121,0.7473,0.152,0.1507,25.0,68.17999999999999,100.0,68.17999999999999,9.0,29.549999999999997,63.63999999999999,100.0,0.0,0.4056
122,0.5778,0.147,0.1526,35.709999999999994,69.05,97.61999999999999,69.05,9.0,31.71,56.10000000000001,97.56,0.0,0.808
123,0.5337,0.152,0.1484,40.48,69.05,92.86,69.05,9.0,33.33,71.43,100.0,0.0,0.4
124,0.7772,0.158,0.3081,22.220000000000002,71.11,100.0,71.11,9.0,38.64,75.0,100.0,0.0,0.846
125,0.6159,0.147,0.0958,36.59,60.980000000000004,90.24,58.540000000000006,9.0,19.509999999999998,85.37,87.8,0.0,0.3852
126,0.8646,0.153,0.2202,12.2,65.85,97.56,65.85,9.0,29.270000000000003,70.73,100.0,4.88,0.3851
