index, total_norm_before, time_r, total_norm_after,        sen_train_before, spe_train_before, sen_train_after, spe_train_after, time_train,        sen_test_before, spe_test_before, sen_test_after, spe_test_after, time_test 
170,0.4231,0.151,0.1341,54.55,61.36000000000001,79.55,61.36000000000001,8.0,53.49,65.12,97.67,9.3,0.84
171,0.507,0.143,0.0229,48.78,73.17,73.17,65.85,8.0,30.0,82.5,87.5,0.0,0.768
172,0.6147,0.135,0.1045,36.84,63.160000000000004,73.68,63.160000000000004,8.0,56.76,75.68,91.89,8.110000000000001,0.7498
173,0.7416,0.171,0.1084,22.45,75.51,87.76,71.43,8.0,31.25,79.17,89.58,8.33,1.6175
174,0.6314,0.159,0.1242,31.11,71.11,75.56,64.44,8.0,20.0,80.0,100.0,0.0,0.2377
175,0.7762,0.152,0.3707,25.580000000000002,90.7,67.44,65.12,8.0,32.56,95.35,95.35,4.65,0.2367
176,0.587,0.159,0.1698,37.78,68.89,88.89,68.89,8.0,35.56,77.78,100.0,0.0,0.2389
177,0.5513,0.154,0.0337,42.22,73.33,93.33,73.33,8.0,53.33,80.0,95.56,15.559999999999999,0.2392
178,0.5812,0.144,0.1194,39.019999999999996,68.28999999999999,82.93,65.85,8.0,50.0,72.5,92.5,7.5,0.7739
179,0.6306,0.142,0.049,35.709999999999994,69.05,100.0,69.05,8.0,38.1,66.67,97.61999999999999,4.760000000000001,0.23
180,0.4586,0.154,0.0788,43.18,61.36000000000001,68.17999999999999,59.089999999999996,8.0,51.160000000000004,67.44,81.39999999999999,2.33,0.8374
181,0.7252,0.149,0.0605,27.91,79.07,86.05000000000001,79.07,8.0,40.48,61.9,97.61999999999999,0.0,0.817
182,0.5504,0.152,0.0588,34.089999999999996,86.36,93.17999999999999,86.36,8.0,43.18,77.27000000000001,90.91,0.0,0.236
183,0.1032,0.1402,0.014,82.5,70.0,97.5,70.0,8.0,66.67,64.1,97.44,5.13,0.7775
184,0.5135,0.152,0.0266,40.910000000000004,72.72999999999999,90.91,70.45,8.0,45.45,68.17999999999999,81.82000000000001,9.09,0.2387
185,0.8277,0.144,0.2227,17.07,65.85,92.67999999999999,65.85,8.0,14.63,73.17,100.0,7.32,0.228
186,0.5215,0.144,0.055,46.339999999999996,58.540000000000006,97.56,58.540000000000006,8.0,41.46,63.41,92.67999999999999,4.88,0.2303
187,0.434,0.137,0.1418,51.28,74.36,71.78999999999999,66.67,8.0,36.84,71.05,92.11,0.0,0.7659
188,0.7188,0.141,0.027,32.5,85.0,67.5,67.5,8.0,30.0,62.5,80.0,15.0,0.2229
189,0.845,0.138,0.0451,15.379999999999999,84.61999999999999,97.44,84.61999999999999,8.0,23.080000000000002,69.23,92.31,17.95,0.2209
190,0.6252,0.155,0.1469,31.819999999999997,72.72999999999999,70.45,65.91,8.0,34.88,69.77,86.05000000000001,18.6,0.836
191,0.5933,0.157,0.0228,34.78,65.22,93.47999999999999,65.22,8.0,42.22,71.11,97.78,0.0,0.8721
192,0.8189,0.147,0.0526,17.07,97.56,82.93,73.17,8.0,17.07,80.49,85.37,4.88,0.227
193,0.7714,0.149,0.3427,23.810000000000002,66.67,92.86,66.67,8.0,21.43,66.67,92.86,0.0,0.237
194,0.5937,0.156,0.1011,39.129999999999995,73.91,89.13,73.91,8.0,28.26,73.91,95.65,6.52,0.2438
195,0.8944,0.11,0.0841,10.71,67.86,100.0,67.86,8.0,11.110000000000001,96.3,100.0,11.110000000000001,0.78
